Rep: 1
13417, 2, 1.41, 1.581272385211171, 0.17127238521117105
6513, 42, 1.26, -2.089193388887039, 3.3491933888870387
6421, 17, -2.48, -3.0577167897610704, 0.5777167897610704
10876, 41, 5.78, 5.191064657470088, 0.5889353425299122
7921, 31, 2.96, 3.3155909003956983, 0.3555909003956983
1.008541761356978
------------------------------------------------------------------
Rep: 2
282, 17, -2.33, -2.2708626573445905, 0.0591373426554096
14112, 14, 2.48, -2.0277020329116957, 4.507702032911696
22868, 53, 3.45, 3.885101646343866, 0.43510164634386594
17194, 42, -6.21, -2.6518407697307085, 3.5581592302692915
12377, 26, 8.4, 5.86076909255249, 2.539230907447511
2.219866231925555
------------------------------------------------------------------
Rep: 3
20520, 55, -9.66, -2.217232585119102, 7.4427674148808975
14084, 84, -8.16, -2.9286382518445375, 5.231361748155463
16655, 89, -3.45, -1.0150464389549803, 2.43495356104502
10705, 50, -2.28, -0.46597768900635106, 1.8140223109936486
24856, 4, -9.17, -1.4247611157065505, 7.74523888429345
4.933668783873696
------------------------------------------------------------------
Mean MAE: 2.7207
SD MAE: 2.0099192938544173
